,,,,,2013,"""005410""",הרשות להגבלים עסקיים,39946,,"""005401""",
,,,,,2013,"""005411""",הרשות להגנת הצרכן,10983,,,
,,,,,2013,"""005412""",המועצה הישראלית,4062,,"""005408""",
,,,,,2013,"""005413""",רשות הטבע והגנים,154019,,"""005403""",
2012,5406,הרשות לסחר הוגן,9883,5012,2013,"""005430""",הרשות לשירותים,30066,,"""005402""",
,,,,,2013,"""005431""",רשות הגז הטבעי,22238,,"""005405""",
,,,,,2013,"""005432""",איגוד ערים כנרת,43492,,"""005407""",
,,,,,,,,,,,
,,,,,,,,,,,
2012,5501,אוצר-פיתוח,0,4117,,,,,,,
2012,5504,רזרבה לפיתוח - אוצר,18516,0,,,,,,,
2012,5510,פיתוח רשות המיסים,13815,23415,,,,,,,
2012,5601,נציבות שוויון זכויות,7204,8255,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,2013,"""006811""",מטה ולשכות אוכלוסין,346933,,"""006804,006805,006806,006807""",
,,,,,2013,"""006812""",טיפול בזרים ומעסיקים,142800,,"""006801,006803""",
,,,,,2013,"""006813""",ביקורת גבולות,12773,,"""006808""",
,,,,,2013,"""006890""",רזרבות,20102,,"""006809""",
,,,,,2013,"""007001""",הלוואות לדיור,268598,,"""007009""",
,,,,,2013,"""007002""",בנייה חדשה,320274,,"""007070""",
,,,,,2013,"""007003""",פעולות פיתוח במרקם,129666,,"""007067,007072""",
,,,,,2013,"""007004""",פעולות שיכון,255448,,"""007069""",
,,,,,2013,"""007005""",דיור ציבורי,282841,,"""007069""",
,,,,,2013,"""007006""",פיתוח תשתיות יישובי,6100,,"""007071""",
,,,,,2013,"""007007""",רזרבה,60949,,"""007011""",
,,,,,,,,,,,
,,,,,2013,"""007330""",פעולות במשק המים,80300,,"""007313""",
,,,,,2013,"""007331""",פיתוח מקורות מים,387682,,"""007319""",
,,,,,2013,"""007332""",פיתוח תשתיות ביוב,302000,,"""007322,007320""",
,,,,,2013,"""007333""",סיוע לתאגידי מים וביוב,251601,,"""007321""",
,,,,,2013,"""007334""",רזרבות,51173,,"""007323""",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,2013,"""007610""",השקעה בפיתוח תשתיות,38703,,"""007601,007604""",
,,,,,2013,"""007680""",רזרבה,2037,,,
,,,,,2013,"""007801""",פיתוח,113607,,"""007801""",
,,,,,2013,"""007802""",השקעות בפיתוח אכסון,56000,,"""007802""",
,,,,,2013,"""007803""",ים המלח,310310,,,
,,,,,2013,"""007950""",תחבורה ציבורית,4884953,,"""008306,007931""",
2012,7931,הסעת המונים ותחבורה,1120640,1293640,2013,"""007951""",כבישים,6422944,,"""007930,007940""",
2012,7932,"תוכניות אב, ניהול",105500,106191,2013,"""007952""",בטיחות בדרכים,129560,,"""007941""",
2012,7934,נתיבי ישראל,1725001,1526911,2013,"""007953""",פיתוח אחר,36000,,"""007942""",
2012,7935,חוצה ישראל,70000,140678,2013,"""007960""",רזרבה,354832,,"""007943""",
2012,8301,השקעות במפעלי הממשלה,0,-79202,2013,"""008302""",פיתוח משרד האוצר,24571,,,
,,,,,,,,,,,
,,,,,2013,"""008305""",השקעות בטכנולוגיות,406886,,"""008305""",
,,,,,2013,"""008901""",המדפיס הממשלתי,76641,,"""008903""",
,,,,,2013,"""008902""",לשכת הפרסום הממשלתית,304991,,"""008910""",
,,,,,,,,,,,
2012,8970,הכנסות מפעלי משרד ראש  הממשלה ומשרד האוצר,398713,0,,,,,,,
2012,9470,הכנסות בתי חולים       ממשלתיים,7329234,0,,,,,,,
2012,9502,הוצאות נמל חדרה,32000,23566,2013,"""009502""",הוצאות נמל חדרה,0,,,
2012,9569,חשבון מעבר,0,0,2013,"""009510""",הוצאות,42123,,,
,,,,,,,,,,,
,,,,,,,,,,,
2012,9801,תחום פעולה כללי,257563,223856,2013,"""009820""","הוצאות כלליות, מטה,",371136,,,
2012,9802,ניהול מקרקעין,182091,202974,2013,"""009821""",שמירה וניהול הקרקע,158000,,,
2012,9803,תכנון תשתית ופינויים,1247883,1573532,2013,"""009822""",עיסקאות,4384184,,,
2012,9804,רכישת זכויות במקרקעין,248000,130145,2013,"""009823""",העברות לבעלים,1972000,,,
2012,9805,רזרבה להתייקרויות,3577,0,2013,"""009824""",הקרן לשטחים פתוחים,85000,,,
2012,9806,הנחות בקרקע,805886,1420167,2013,"""009825""",רזרבות,4380,,,
2012,9807,רזרבה להוצאות בגין,300000,0,,,,,,,
2012,9808,תשלומים מיוחדים,2000000,1749359,,,,,,,
2012,9810,הרשות להסדרת התיישבות,400000,80784,,,,,,,
2012,9811,הקרן לשטחים פתוחים,55000,64,,,,,,,
2012,9869,חשבון מעבר,0,0,,,,,,,
2012,9870,הכנסות מינהל מקרקעי    ישראל,5500000,0,,,,,,,
